"id","item","tar","dir","rt","c1","c2","c3"
"24","240","val","ver",492.7,-0.75,-0.5,0.25
"24","241","val","ver",446.9,-0.75,-0.5,0.25
"24","243","val","ver",436.9,-0.75,-0.5,0.25
"24","244","val","ver",518.9,-0.75,-0.5,0.25
"24","253","val","ver",419.9,-0.75,-0.5,0.25
"24","255","val","ver",399.3,-0.75,-0.5,0.25
"24","256","val","ver",417.3,-0.75,-0.5,0.25
"24","257","val","ver",370,-0.75,-0.5,0.25
"24","262","val","ver",423.9,-0.75,-0.5,0.25
"24","265","val","ver",366.7,-0.75,-0.5,0.25
"24","269","val","ver",373.2,-0.75,-0.5,0.25
"24","274","val","ver",405.3,-0.75,-0.5,0.25
"24","275","val","ver",387.6,-0.75,-0.5,0.25
"24","281","val","ver",397.3,-0.75,-0.5,0.25
"24","287","val","ver",419.1,-0.75,-0.5,0.25
"24","288","val","ver",377.3,-0.75,-0.5,0.25
"24","294","val","ver",358,-0.75,-0.5,0.25
"24","297","val","ver",426.6,-0.75,-0.5,0.25
"24","308","val","ver",336.3,-0.75,-0.5,0.25
"24","309","val","ver",614,-0.75,-0.5,0.25
"24","316","val","ver",328,-0.75,-0.5,0.25
"24","319","val","ver",410.1,-0.75,-0.5,0.25
"24","325","val","ver",420.4,-0.75,-0.5,0.25
"24","329","val","ver",405.1,-0.75,-0.5,0.25
"24","331","val","ver",577.9,-0.75,-0.5,0.25
"24","333","val","ver",375.7,-0.75,-0.5,0.25
"24","336","val","ver",358.5,-0.75,-0.5,0.25
"24","340","val","ver",347.1,-0.75,-0.5,0.25
"24","345","val","ver",399.1,-0.75,-0.5,0.25
"24","347","val","ver",369.8,-0.75,-0.5,0.25
"24","350","val","ver",376.9,-0.75,-0.5,0.25
"24","353","val","ver",356.4,-0.75,-0.5,0.25
"24","354","val","ver",354.6,-0.75,-0.5,0.25
"24","355","val","ver",345.9,-0.75,-0.5,0.25
"24","361","val","ver",380.6,-0.75,-0.5,0.25
"24","375","val","ver",370.7,-0.75,-0.5,0.25
"24","377","val","ver",357.8,-0.75,-0.5,0.25
"24","380","val","ver",449,-0.75,-0.5,0.25
"24","384","val","ver",348.8,-0.75,-0.5,0.25
"24","387","val","ver",353.1,-0.75,-0.5,0.25
"24","389","val","ver",356.2,-0.75,-0.5,0.25
"24","400","val","ver",393.7,-0.75,-0.5,0.25
"24","402","val","ver",358.3,-0.75,-0.5,0.25
"24","404","val","ver",234.4,-0.75,-0.5,0.25
"24","407","val","ver",416.5,-0.75,-0.5,0.25
"24","412","val","ver",414.6,-0.75,-0.5,0.25
"24","415","val","ver",364.1,-0.75,-0.5,0.25
"24","416","val","ver",377,-0.75,-0.5,0.25
"24","417","val","ver",399,-0.75,-0.5,0.25
"24","419","val","ver",320.1,-0.75,-0.5,0.25
"24","420","val","ver",393.2,-0.75,-0.5,0.25
"24","425","val","ver",341.5,-0.75,-0.5,0.25
"24","426","val","ver",367.1,-0.75,-0.5,0.25
"24","430","val","ver",359.9,-0.75,-0.5,0.25
"24","439","val","ver",351.8,-0.75,-0.5,0.25
"24","441","val","ver",403.4,-0.75,-0.5,0.25
"24","443","val","ver",446.8,-0.75,-0.5,0.25
"24","445","val","ver",401.8,-0.75,-0.5,0.25
"24","448","val","ver",364,-0.75,-0.5,0.25
"24","452","val","ver",411.7,-0.75,-0.5,0.25
"24","455","val","ver",452,-0.75,-0.5,0.25
"24","459","val","ver",483.3,-0.75,-0.5,0.25
"24","467","val","ver",401.7,-0.75,-0.5,0.25
"24","474","val","ver",424,-0.75,-0.5,0.25
"24","475","val","ver",398.2,-0.75,-0.5,0.25
"24","484","val","ver",395.3,-0.75,-0.5,0.25
"24","498","val","ver",373.8,-0.75,-0.5,0.25
"24","504","val","ver",335.7,-0.75,-0.5,0.25
"24","511","val","ver",400.8,-0.75,-0.5,0.25
"24","512","val","ver",380.8,-0.75,-0.5,0.25
"24","515","val","ver",350,-0.75,-0.5,0.25
"24","521","val","ver",386.8,-0.75,-0.5,0.25
"24","527","val","ver",440.8,-0.75,-0.5,0.25
"24","533","val","ver",444.2,-0.75,-0.5,0.25
"24","536","val","ver",427.1,-0.75,-0.5,0.25
"24","538","val","ver",447.5,-0.75,-0.5,0.25
"24","541","val","ver",438.1,-0.75,-0.5,0.25
"24","543","val","ver",469.6,-0.75,-0.5,0.25
"24","545","val","ver",386.6,-0.75,-0.5,0.25
"24","548","val","ver",404,-0.75,-0.5,0.25
"24","549","val","ver",407.3,-0.75,-0.5,0.25
"24","550","val","ver",652.9,-0.75,-0.5,0.25
"24","559","val","ver",466.5,-0.75,-0.5,0.25
"24","561","val","ver",339.8,-0.75,-0.5,0.25
"24","563","val","ver",323.9,-0.75,-0.5,0.25
"24","565","val","ver",368,-0.75,-0.5,0.25
"24","566","val","ver",345.5,-0.75,-0.5,0.25
"24","577","val","ver",431.5,-0.75,-0.5,0.25
"24","578","val","ver",395.7,-0.75,-0.5,0.25
"24","580","val","ver",437.8,-0.75,-0.5,0.25
"24","581","val","ver",330.5,-0.75,-0.5,0.25
"24","586","val","ver",430.6,-0.75,-0.5,0.25
"24","591","val","ver",470.3,-0.75,-0.5,0.25
"24","592","val","ver",257.9,-0.75,-0.5,0.25
"24","593","val","ver",377.6,-0.75,-0.5,0.25
"24","596","val","ver",348.7,-0.75,-0.5,0.25
"24","600","val","ver",406.4,-0.75,-0.5,0.25
"25","39","dod","hor",475.7,0.25,0.5,-0.75
"25","89","dod","hor",429.3,0.25,0.5,-0.75
"25","103","dod","hor",439.2,0.25,0.5,-0.75
"25","104","dod","hor",387,0.25,0.5,-0.75
"25","120","dod","hor",465.2,0.25,0.5,-0.75
"25","161","dod","hor",403.3,0.25,0.5,-0.75
"25","194","dod","hor",403.4,0.25,0.5,-0.75
"25","248","dod","hor",520.2,0.25,0.5,-0.75
"25","270","dod","hor",548,0.25,0.5,-0.75
"25","277","dod","hor",523.5,0.25,0.5,-0.75
"25","289","dod","hor",550.9,0.25,0.5,-0.75
"25","299","dod","hor",436.3,0.25,0.5,-0.75
"25","304","dod","hor",505.9,0.25,0.5,-0.75
"25","320","dod","hor",374.2,0.25,0.5,-0.75
"25","378","dod","hor",441.9,0.25,0.5,-0.75
"25","479","dod","hor",487.7,0.25,0.5,-0.75
"25","494","dod","hor",532.3,0.25,0.5,-0.75
"25","503","dod","hor",431.9,0.25,0.5,-0.75
"25","508","dod","hor",524.3,0.25,0.5,-0.75
"25","542","dod","hor",521.3,0.25,0.5,-0.75
"25","554","dod","hor",550.8,0.25,0.5,-0.75
"25","587","dod","hor",461.3,0.25,0.5,-0.75
"25","590","dod","hor",427.2,0.25,0.5,-0.75
"25","4","dod","ver",516.8,0.25,0.5,-0.75
"25","40","dod","ver",527.7,0.25,0.5,-0.75
"25","79","dod","ver",438.4,0.25,0.5,-0.75
"25","116","dod","ver",221.7,0.25,0.5,-0.75
"25","164","dod","ver",254,0.25,0.5,-0.75
"25","167","dod","ver",437.8,0.25,0.5,-0.75
"25","169","dod","ver",415.6,0.25,0.5,-0.75
"25","177","dod","ver",571.5,0.25,0.5,-0.75
"25","209","dod","ver",328.8,0.25,0.5,-0.75
"25","247","dod","ver",421.7,0.25,0.5,-0.75
"25","264","dod","ver",486.5,0.25,0.5,-0.75
"25","273","dod","ver",352.9,0.25,0.5,-0.75
"25","298","dod","ver",600.1,0.25,0.5,-0.75
"25","300","dod","ver",454.7,0.25,0.5,-0.75
"25","360","dod","ver",629.8,0.25,0.5,-0.75
"25","392","dod","ver",430.4,0.25,0.5,-0.75
"25","454","dod","ver",469.3,0.25,0.5,-0.75
"25","465","dod","ver",502.5,0.25,0.5,-0.75
"25","486","dod","ver",560.8,0.25,0.5,-0.75
"25","500","dod","ver",414.2,0.25,0.5,-0.75
"25","514","dod","ver",422.4,0.25,0.5,-0.75
"25","537","dod","ver",591.5,0.25,0.5,-0.75
"25","570","dod","ver",537.7,0.25,0.5,-0.75
"25","583","dod","ver",578.9,0.25,0.5,-0.75
"25","28","dos","hor",476.5,0.25,0.5,0.25
"25","43","dos","hor",573.6,0.25,0.5,0.25
"25","50","dos","hor",694.6,0.25,0.5,0.25
"25","69","dos","hor",556.1,0.25,0.5,0.25
"25","82","dos","hor",524,0.25,0.5,0.25
"25","149","dos","hor",672.8,0.25,0.5,0.25
"25","170","dos","hor",333.1,0.25,0.5,0.25
"25","225","dos","hor",531.4,0.25,0.5,0.25
"25","234","dos","hor",480.7,0.25,0.5,0.25
"25","260","dos","hor",243.1,0.25,0.5,0.25
"25","283","dos","hor",440.3,0.25,0.5,0.25
"25","295","dos","hor",422.2,0.25,0.5,0.25
"25","311","dos","hor",559.4,0.25,0.5,0.25
"25","394","dos","hor",570.4,0.25,0.5,0.25
"25","418","dos","hor",471.6,0.25,0.5,0.25
"25","458","dos","hor",586.9,0.25,0.5,0.25
"25","509","dos","hor",522.3,0.25,0.5,0.25
"25","513","dos","hor",618.9,0.25,0.5,0.25
"25","571","dos","hor",576.8,0.25,0.5,0.25
"25","576","dos","hor",455.1,0.25,0.5,0.25
"25","584","dos","hor",704.8,0.25,0.5,0.25
"25","10","dos","ver",527.5,0.25,0.5,0.25
"25","71","dos","ver",284.4,0.25,0.5,0.25
"25","77","dos","ver",482.8,0.25,0.5,0.25
"25","92","dos","ver",423.3,0.25,0.5,0.25
"25","117","dos","ver",183.9,0.25,0.5,0.25
"25","191","dos","ver",379.3,0.25,0.5,0.25
"25","201","dos","ver",410.9,0.25,0.5,0.25
"25","246","dos","ver",442.4,0.25,0.5,0.25
"25","286","dos","ver",438.5,0.25,0.5,0.25
"25","296","dos","ver",533.6,0.25,0.5,0.25
"25","317","dos","ver",409.4,0.25,0.5,0.25
"25","330","dos","ver",440.2,0.25,0.5,0.25
"25","351","dos","ver",466.7,0.25,0.5,0.25
"25","364","dos","ver",429.4,0.25,0.5,0.25
"25","393","dos","ver",375.1,0.25,0.5,0.25
"25","421","dos","ver",374.4,0.25,0.5,0.25
"25","434","dos","ver",471.5,0.25,0.5,0.25
"25","435","dos","ver",545.7,0.25,0.5,0.25
"25","488","dos","ver",513.6,0.25,0.5,0.25
"25","502","dos","ver",437.6,0.25,0.5,0.25
"25","552","dos","ver",585,0.25,0.5,0.25
"25","603","dos","ver",400.7,0.25,0.5,0.25
"25","56","sod","hor",693.6,0.25,-0.5,0.25
"25","105","sod","hor",316.1,0.25,-0.5,0.25
"25","115","sod","hor",315,0.25,-0.5,0.25
"25","125","sod","hor",490.6,0.25,-0.5,0.25
"25","127","sod","hor",444.7,0.25,-0.5,0.25
"25","139","sod","hor",432.2,0.25,-0.5,0.25
"25","168","sod","hor",409.1,0.25,-0.5,0.25
"25","185","sod","hor",424.3,0.25,-0.5,0.25
"25","227","sod","hor",521.5,0.25,-0.5,0.25
"25","285","sod","hor",408.5,0.25,-0.5,0.25
"25","315","sod","hor",428.2,0.25,-0.5,0.25
"25","326","sod","hor",420,0.25,-0.5,0.25
"25","332","sod","hor",385.8,0.25,-0.5,0.25
"25","352","sod","hor",423.2,0.25,-0.5,0.25
"25","359","sod","hor",395.9,0.25,-0.5,0.25
"25","422","sod","hor",556.4,0.25,-0.5,0.25
"25","424","sod","hor",458.1,0.25,-0.5,0.25
"25","437","sod","hor",525.2,0.25,-0.5,0.25
"25","510","sod","hor",458.5,0.25,-0.5,0.25
"25","522","sod","hor",485.8,0.25,-0.5,0.25
"25","544","sod","hor",510.1,0.25,-0.5,0.25
"25","555","sod","hor",345.3,0.25,-0.5,0.25
"25","579","sod","hor",521,0.25,-0.5,0.25
"25","5","sod","ver",468.4,0.25,-0.5,0.25
"25","75","sod","ver",546.3,0.25,-0.5,0.25
"25","111","sod","ver",560.5,0.25,-0.5,0.25
"25","112","sod","ver",577,0.25,-0.5,0.25
"25","113","sod","ver",686.1,0.25,-0.5,0.25
"25","128","sod","ver",352.9,0.25,-0.5,0.25
"25","160","sod","ver",578.6,0.25,-0.5,0.25
"25","278","sod","ver",387.2,0.25,-0.5,0.25
"25","312","sod","ver",357.1,0.25,-0.5,0.25
"25","318","sod","ver",407,0.25,-0.5,0.25
"25","337","sod","ver",414,0.25,-0.5,0.25
"25","338","sod","ver",393.8,0.25,-0.5,0.25
"25","372","sod","ver",551.7,0.25,-0.5,0.25
"25","376","sod","ver",519.2,0.25,-0.5,0.25
"25","399","sod","ver",434.8,0.25,-0.5,0.25
"25","405","sod","ver",586.2,0.25,-0.5,0.25
"25","414","sod","ver",314.6,0.25,-0.5,0.25
"25","436","sod","ver",545,0.25,-0.5,0.25
"25","449","sod","ver",566.5,0.25,-0.5,0.25
"25","457","sod","ver",448.2,0.25,-0.5,0.25
"25","493","sod","ver",375.6,0.25,-0.5,0.25
"25","495","sod","ver",409.9,0.25,-0.5,0.25
"25","539","sod","ver",498.9,0.25,-0.5,0.25
"25","6","val","hor",565.8,-0.75,-0.5,0.25
"25","13","val","hor",566,-0.75,-0.5,0.25
"25","16","val","hor",403,-0.75,-0.5,0.25
"25","20","val","hor",493.7,-0.75,-0.5,0.25
"25","22","val","hor",332.4,-0.75,-0.5,0.25
"25","30","val","hor",591.9,-0.75,-0.5,0.25
"25","34","val","hor",441.9,-0.75,-0.5,0.25
"25","38","val","hor",383.9,-0.75,-0.5,0.25
"25","45","val","hor",494.7,-0.75,-0.5,0.25
"25","46","val","hor",686.4,-0.75,-0.5,0.25
"25","47","val","hor",537,-0.75,-0.5,0.25
"25","53","val","hor",442.3,-0.75,-0.5,0.25
"25","55","val","hor",591.4,-0.75,-0.5,0.25
"25","60","val","hor",378,-0.75,-0.5,0.25
"25","62","val","hor",456.5,-0.75,-0.5,0.25
"25","63","val","hor",547.5,-0.75,-0.5,0.25
"25","64","val","hor",663.4,-0.75,-0.5,0.25
"25","66","val","hor",540.1,-0.75,-0.5,0.25
"25","81","val","hor",632.7,-0.75,-0.5,0.25
"25","90","val","hor",342.2,-0.75,-0.5,0.25
"25","91","val","hor",469.8,-0.75,-0.5,0.25
"25","93","val","hor",437.1,-0.75,-0.5,0.25
"25","97","val","hor",423.7,-0.75,-0.5,0.25
"25","98","val","hor",637.4,-0.75,-0.5,0.25
"25","99","val","hor",307.7,-0.75,-0.5,0.25
"25","101","val","hor",313.1,-0.75,-0.5,0.25
"25","108","val","hor",418.4,-0.75,-0.5,0.25
"25","114","val","hor",291.8,-0.75,-0.5,0.25
"25","118","val","hor",413.9,-0.75,-0.5,0.25
"25","122","val","hor",439.5,-0.75,-0.5,0.25
"25","124","val","hor",338.1,-0.75,-0.5,0.25
"25","126","val","hor",430.5,-0.75,-0.5,0.25
"25","129","val","hor",383.6,-0.75,-0.5,0.25
"25","133","val","hor",411.9,-0.75,-0.5,0.25
"25","135","val","hor",426.9,-0.75,-0.5,0.25
"25","137","val","hor",643.3,-0.75,-0.5,0.25
"25","142","val","hor",565.3,-0.75,-0.5,0.25
"25","143","val","hor",422.9,-0.75,-0.5,0.25
"25","145","val","hor",578,-0.75,-0.5,0.25
"25","152","val","hor",474.6,-0.75,-0.5,0.25
"25","166","val","hor",425.9,-0.75,-0.5,0.25
"25","178","val","hor",475.6,-0.75,-0.5,0.25
"25","183","val","hor",327.2,-0.75,-0.5,0.25
"25","189","val","hor",372.8,-0.75,-0.5,0.25
"25","192","val","hor",376.4,-0.75,-0.5,0.25
"25","196","val","hor",607.3,-0.75,-0.5,0.25
"25","197","val","hor",396.3,-0.75,-0.5,0.25
"25","198","val","hor",414.6,-0.75,-0.5,0.25
"25","204","val","hor",428.2,-0.75,-0.5,0.25
"25","206","val","hor",377.8,-0.75,-0.5,0.25
"25","217","val","hor",335.9,-0.75,-0.5,0.25
"25","219","val","hor",412.4,-0.75,-0.5,0.25
"25","224","val","hor",455.3,-0.75,-0.5,0.25
"25","230","val","hor",623.1,-0.75,-0.5,0.25
"25","232","val","hor",406.9,-0.75,-0.5,0.25
"25","239","val","hor",368.9,-0.75,-0.5,0.25
"25","250","val","hor",349.3,-0.75,-0.5,0.25
"25","254","val","hor",463.4,-0.75,-0.5,0.25
"25","263","val","hor",421.5,-0.75,-0.5,0.25
"25","266","val","hor",360.2,-0.75,-0.5,0.25
"25","271","val","hor",383.2,-0.75,-0.5,0.25
"25","272","val","hor",419.4,-0.75,-0.5,0.25
"25","276","val","hor",419.7,-0.75,-0.5,0.25
"25","279","val","hor",371,-0.75,-0.5,0.25
"25","282","val","hor",402.5,-0.75,-0.5,0.25
"25","284","val","hor",425.2,-0.75,-0.5,0.25
"25","290","val","hor",354.4,-0.75,-0.5,0.25
"25","292","val","hor",382.6,-0.75,-0.5,0.25
"25","301","val","hor",298.5,-0.75,-0.5,0.25
"25","302","val","hor",370.6,-0.75,-0.5,0.25
"25","305","val","hor",337.3,-0.75,-0.5,0.25
"25","306","val","hor",438.5,-0.75,-0.5,0.25
"25","310","val","hor",508.5,-0.75,-0.5,0.25
"25","314","val","hor",370.4,-0.75,-0.5,0.25
"25","321","val","hor",453,-0.75,-0.5,0.25
"25","322","val","hor",383.5,-0.75,-0.5,0.25
"25","328","val","hor",404.7,-0.75,-0.5,0.25
"25","334","val","hor",331.2,-0.75,-0.5,0.25
"25","339","val","hor",340.9,-0.75,-0.5,0.25
"25","341","val","hor",289.9,-0.75,-0.5,0.25
"25","343","val","hor",368.4,-0.75,-0.5,0.25
"25","348","val","hor",513,-0.75,-0.5,0.25
"25","356","val","hor",670.4,-0.75,-0.5,0.25
"25","362","val","hor",526.2,-0.75,-0.5,0.25
"25","363","val","hor",630.5,-0.75,-0.5,0.25
"25","366","val","hor",417.6,-0.75,-0.5,0.25
"25","367","val","hor",443.9,-0.75,-0.5,0.25
"25","369","val","hor",459.2,-0.75,-0.5,0.25
"25","371","val","hor",487.5,-0.75,-0.5,0.25
"25","373","val","hor",487.3,-0.75,-0.5,0.25
"25","374","val","hor",543.9,-0.75,-0.5,0.25
"25","382","val","hor",504.6,-0.75,-0.5,0.25
"25","383","val","hor",539.9,-0.75,-0.5,0.25
"25","385","val","hor",523.8,-0.75,-0.5,0.25
"25","388","val","hor",423,-0.75,-0.5,0.25
"25","390","val","hor",407.6,-0.75,-0.5,0.25
"25","391","val","hor",313.6,-0.75,-0.5,0.25
"25","395","val","hor",342.8,-0.75,-0.5,0.25
"25","396","val","hor",571.6,-0.75,-0.5,0.25
"25","398","val","hor",287,-0.75,-0.5,0.25
"25","406","val","hor",331.4,-0.75,-0.5,0.25
"25","409","val","hor",295,-0.75,-0.5,0.25
"25","410","val","hor",378,-0.75,-0.5,0.25
"25","411","val","hor",417.6,-0.75,-0.5,0.25
"25","413","val","hor",365,-0.75,-0.5,0.25
"25","423","val","hor",472.5,-0.75,-0.5,0.25
"25","428","val","hor",402.2,-0.75,-0.5,0.25
"25","431","val","hor",538.1,-0.75,-0.5,0.25
"25","432","val","hor",465.9,-0.75,-0.5,0.25
"25","438","val","hor",577.9,-0.75,-0.5,0.25
"25","440","val","hor",516.8,-0.75,-0.5,0.25
"25","444","val","hor",501.9,-0.75,-0.5,0.25
"25","447","val","hor",364.1,-0.75,-0.5,0.25
"25","450","val","hor",380.5,-0.75,-0.5,0.25
"25","451","val","hor",354.9,-0.75,-0.5,0.25
"25","453","val","hor",353.1,-0.75,-0.5,0.25
"25","461","val","hor",326.8,-0.75,-0.5,0.25
"25","462","val","hor",323.1,-0.75,-0.5,0.25
"25","464","val","hor",378.8,-0.75,-0.5,0.25
"25","466","val","hor",366.8,-0.75,-0.5,0.25
"25","473","val","hor",455.7,-0.75,-0.5,0.25
"25","476","val","hor",376.6,-0.75,-0.5,0.25
"25","477","val","hor",391.6,-0.75,-0.5,0.25
"25","478","val","hor",379.4,-0.75,-0.5,0.25
"25","483","val","hor",504.9,-0.75,-0.5,0.25
"25","485","val","hor",523.8,-0.75,-0.5,0.25
"25","489","val","hor",456.9,-0.75,-0.5,0.25
"25","491","val","hor",377.2,-0.75,-0.5,0.25
"25","492","val","hor",328.8,-0.75,-0.5,0.25
"25","496","val","hor",417.1,-0.75,-0.5,0.25
"25","506","val","hor",508.4,-0.75,-0.5,0.25
"25","507","val","hor",455.4,-0.75,-0.5,0.25
"25","517","val","hor",448.2,-0.75,-0.5,0.25
"25","519","val","hor",281.4,-0.75,-0.5,0.25
"25","524","val","hor",343.7,-0.75,-0.5,0.25
"25","525","val","hor",595.9,-0.75,-0.5,0.25
"25","530","val","hor",284.8,-0.75,-0.5,0.25
"25","531","val","hor",588,-0.75,-0.5,0.25
"25","535","val","hor",403,-0.75,-0.5,0.25
"25","547","val","hor",412.6,-0.75,-0.5,0.25
"25","551","val","hor",465.9,-0.75,-0.5,0.25
"25","553","val","hor",415.8,-0.75,-0.5,0.25
"25","556","val","hor",411.3,-0.75,-0.5,0.25
"25","560","val","hor",452,-0.75,-0.5,0.25
"25","562","val","hor",585.5,-0.75,-0.5,0.25
"25","574","val","hor",418,-0.75,-0.5,0.25
"25","575","val","hor",512.4,-0.75,-0.5,0.25
"25","582","val","hor",510.9,-0.75,-0.5,0.25
"25","585","val","hor",423.7,-0.75,-0.5,0.25
"25","588","val","hor",611.5,-0.75,-0.5,0.25
"25","589","val","hor",371,-0.75,-0.5,0.25
"25","594","val","hor",509.4,-0.75,-0.5,0.25
"25","595","val","hor",356.4,-0.75,-0.5,0.25
"25","597","val","hor",425.8,-0.75,-0.5,0.25
"25","599","val","hor",422.3,-0.75,-0.5,0.25
"25","2","val","ver",432.9,-0.75,-0.5,0.25
"25","3","val","ver",407.3,-0.75,-0.5,0.25
"25","7","val","ver",683.7,-0.75,-0.5,0.25
"25","9","val","ver",452.5,-0.75,-0.5,0.25
"25","11","val","ver",465.2,-0.75,-0.5,0.25
"25","15","val","ver",468.8,-0.75,-0.5,0.25
"25","19","val","ver",484.7,-0.75,-0.5,0.25
"25","27","val","ver",261.3,-0.75,-0.5,0.25
"25","31","val","ver",361.8,-0.75,-0.5,0.25
"25","32","val","ver",478.9,-0.75,-0.5,0.25
"25","33","val","ver",383.1,-0.75,-0.5,0.25
"25","36","val","ver",477.2,-0.75,-0.5,0.25
"25","42","val","ver",439.8,-0.75,-0.5,0.25
"25","48","val","ver",519.4,-0.75,-0.5,0.25
"25","49","val","ver",493.3,-0.75,-0.5,0.25
"25","51","val","ver",548.8,-0.75,-0.5,0.25
"25","57","val","ver",357.2,-0.75,-0.5,0.25
"25","58","val","ver",333.4,-0.75,-0.5,0.25
"25","74","val","ver",384.3,-0.75,-0.5,0.25
"25","76","val","ver",384.9,-0.75,-0.5,0.25
"25","78","val","ver",432.7,-0.75,-0.5,0.25
"25","80","val","ver",507.4,-0.75,-0.5,0.25
"25","83","val","ver",358.4,-0.75,-0.5,0.25
"25","84","val","ver",296.2,-0.75,-0.5,0.25
"25","85","val","ver",305.6,-0.75,-0.5,0.25
"25","86","val","ver",367.5,-0.75,-0.5,0.25
"25","87","val","ver",409.7,-0.75,-0.5,0.25
"25","96","val","ver",409.4,-0.75,-0.5,0.25
"25","100","val","ver",470.4,-0.75,-0.5,0.25
"25","106","val","ver",378,-0.75,-0.5,0.25
"25","110","val","ver",324.4,-0.75,-0.5,0.25
"25","121","val","ver",319.7,-0.75,-0.5,0.25
"25","138","val","ver",668.7,-0.75,-0.5,0.25
"25","140","val","ver",462.1,-0.75,-0.5,0.25
"25","147","val","ver",491.2,-0.75,-0.5,0.25
"25","153","val","ver",503.5,-0.75,-0.5,0.25
"25","155","val","ver",336.7,-0.75,-0.5,0.25
"25","158","val","ver",422.7,-0.75,-0.5,0.25
"25","159","val","ver",479.5,-0.75,-0.5,0.25
"25","162","val","ver",431.2,-0.75,-0.5,0.25
"25","173","val","ver",333.9,-0.75,-0.5,0.25
"25","176","val","ver",480.5,-0.75,-0.5,0.25
"25","179","val","ver",388.3,-0.75,-0.5,0.25
"25","180","val","ver",396.9,-0.75,-0.5,0.25
"25","181","val","ver",399.7,-0.75,-0.5,0.25
"25","182","val","ver",452.8,-0.75,-0.5,0.25
"25","187","val","ver",394.3,-0.75,-0.5,0.25
"25","188","val","ver",405,-0.75,-0.5,0.25
"25","190","val","ver",368.4,-0.75,-0.5,0.25
"25","195","val","ver",394.8,-0.75,-0.5,0.25
"25","205","val","ver",486.3,-0.75,-0.5,0.25
"25","207","val","ver",399.3,-0.75,-0.5,0.25
"25","212","val","ver",417.8,-0.75,-0.5,0.25
"25","213","val","ver",628.1,-0.75,-0.5,0.25
"25","218","val","ver",667.4,-0.75,-0.5,0.25
"25","222","val","ver",463.6,-0.75,-0.5,0.25
"25","223","val","ver",434.8,-0.75,-0.5,0.25
"25","226","val","ver",678.3,-0.75,-0.5,0.25
"25","231","val","ver",443.3,-0.75,-0.5,0.25
"25","235","val","ver",419.6,-0.75,-0.5,0.25
"25","236","val","ver",389.5,-0.75,-0.5,0.25
"25","240","val","ver",346.9,-0.75,-0.5,0.25
"25","241","val","ver",335.3,-0.75,-0.5,0.25
"25","242","val","ver",374.1,-0.75,-0.5,0.25
"25","243","val","ver",548.1,-0.75,-0.5,0.25
"25","244","val","ver",388.2,-0.75,-0.5,0.25
"25","253","val","ver",469,-0.75,-0.5,0.25
"25","255","val","ver",424.9,-0.75,-0.5,0.25
"25","256","val","ver",689.5,-0.75,-0.5,0.25
"25","257","val","ver",289.8,-0.75,-0.5,0.25
"25","262","val","ver",465.9,-0.75,-0.5,0.25
"25","265","val","ver",504,-0.75,-0.5,0.25
"25","269","val","ver",330.8,-0.75,-0.5,0.25
"25","274","val","ver",365.8,-0.75,-0.5,0.25
"25","275","val","ver",345.9,-0.75,-0.5,0.25
"25","281","val","ver",309.1,-0.75,-0.5,0.25
"25","287","val","ver",371.5,-0.75,-0.5,0.25
"25","288","val","ver",380.9,-0.75,-0.5,0.25
"25","294","val","ver",423.4,-0.75,-0.5,0.25
"25","297","val","ver",418.9,-0.75,-0.5,0.25
"25","308","val","ver",404.2,-0.75,-0.5,0.25
"25","309","val","ver",496.6,-0.75,-0.5,0.25
"25","316","val","ver",496.1,-0.75,-0.5,0.25
"25","319","val","ver",429.5,-0.75,-0.5,0.25
"25","325","val","ver",452.4,-0.75,-0.5,0.25
"25","329","val","ver",410.1,-0.75,-0.5,0.25
"25","331","val","ver",321.3,-0.75,-0.5,0.25
"25","333","val","ver",507.4,-0.75,-0.5,0.25
"25","336","val","ver",465.9,-0.75,-0.5,0.25
"25","340","val","ver",360.1,-0.75,-0.5,0.25
"25","345","val","ver",545.3,-0.75,-0.5,0.25
"25","347","val","ver",452,-0.75,-0.5,0.25
"25","350","val","ver",416.9,-0.75,-0.5,0.25
"25","353","val","ver",443.2,-0.75,-0.5,0.25
"25","354","val","ver",476.9,-0.75,-0.5,0.25
"25","355","val","ver",560.9,-0.75,-0.5,0.25
"25","361","val","ver",481.1,-0.75,-0.5,0.25
"25","375","val","ver",417.4,-0.75,-0.5,0.25
"25","377","val","ver",462.7,-0.75,-0.5,0.25
"25","380","val","ver",413.5,-0.75,-0.5,0.25
"25","384","val","ver",461.2,-0.75,-0.5,0.25
"25","387","val","ver",410.3,-0.75,-0.5,0.25
"25","389","val","ver",412.4,-0.75,-0.5,0.25
"25","400","val","ver",436.5,-0.75,-0.5,0.25
"25","402","val","ver",415.8,-0.75,-0.5,0.25
"25","404","val","ver",394,-0.75,-0.5,0.25
"25","407","val","ver",442.9,-0.75,-0.5,0.25
"25","408","val","ver",321.5,-0.75,-0.5,0.25
"25","412","val","ver",332.4,-0.75,-0.5,0.25
"25","415","val","ver",297.5,-0.75,-0.5,0.25
"25","416","val","ver",424,-0.75,-0.5,0.25
"25","417","val","ver",367.1,-0.75,-0.5,0.25
"25","419","val","ver",330.7,-0.75,-0.5,0.25
"25","420","val","ver",400.5,-0.75,-0.5,0.25
"25","425","val","ver",377.4,-0.75,-0.5,0.25
"25","426","val","ver",337.2,-0.75,-0.5,0.25
