"SUBJECT"	"PART"	"TRIAL"	"SCENE"	"Scene"	"GROUP"	"LIST"	"CUE"	"COLOR"	"HIT_GLMM"	"RT"	"SEARCH_INIT"	"SCAN"	"VERI"
11	1	27	31	"highlighter"	7	6	2	4	0	1599	253	1113	233
11	1	28	64	"teapot"	7	6	2	4	1	1741	379	530	832
11	1	29	6	"bin"	7	6	2	4	0	2058	237	NA	NA
11	1	30	73	"vase"	7	6	2	4	1	1500	267	42	1191
11	1	31	47	"pen"	7	4	2	2	0	3707	569	1885	1253
11	1	32	53	"pumpkin"	7	4	2	2	1	1879	181	56	1642
11	1	33	65	"teddy bear"	7	4	2	2	1	1836	367	55	1414
11	1	34	26	"fruit bowl"	7	4	2	2	1	2121	25	1124	972
11	1	35	68	"torch"	7	4	2	2	1	1579	273	333	973
11	1	36	59	"slippers"	7	4	2	2	1	1886	217	458	1211
11	1	37	57	"shampoo bottle"	7	4	2	2	1	1471	221	339	911
11	1	38	27	"globe"	7	4	2	2	1	2907	312	1360	1235
11	1	39	37	"logs"	7	4	2	2	1	1671	254	218	1199
11	1	40	54	"rooster"	7	4	2	2	1	4643	16	3231	1396
11	2	41	1	"angel"	7	7	1	1	1	1082	268	30	784
11	2	42	56	"screwdriver"	7	7	1	1	1	1151	350	193	608
11	2	43	46	"parking meter"	7	7	1	1	1	2127	160	1168	799
11	2	44	74	"washing up liquid"	7	7	1	1	1	1027	233	209	585
11	2	45	43	"pail"	7	7	1	1	1	3277	251	43	2983
11	2	46	3	"basket"	7	7	1	1	1	1468	164	682	622
11	2	47	28	"gnome"	7	7	1	1	1	1073	326	213	534
11	2	48	39	"man"	7	7	1	1	1	1038	252	46	740
11	2	49	72	"trumpet"	7	7	1	1	1	1569	349	388	832
11	2	50	14	"bus"	7	7	1	1	0	2020	383	839	798
11	2	51	16	"cap"	7	8	1	2	1	1579	114	280	1185
11	2	52	20	"dart board"	7	8	1	2	1	2000	253	661	1086
11	2	53	60	"soda can"	7	8	1	2	1	2293	211	1120	962
11	2	54	52	"potted plant"	7	8	1	2	1	3957	382	2572	1003
11	2	55	38	"magazine"	7	8	1	2	1	1607	69	392	1146
11	2	56	77	"watering can"	7	8	1	2	1	1636	117	575	944
11	2	57	10	"bowl"	7	8	1	2	1	3807	339	2403	1065
11	2	58	32	"jeep"	7	8	1	2	1	3007	252	1325	1430
11	2	59	58	"shoes"	7	8	1	2	1	2157	248	1102	807
11	2	60	19	"coffee mug"	7	8	1	2	1	1243	369	265	609
11	2	61	51	"pliers"	7	2	1	4	1	1184	271	42	871
11	2	62	75	"waste basket"	7	2	1	4	1	1704	17	650	1037
11	2	63	62	"stool"	7	2	1	4	1	2137	287	1138	712
11	2	64	40	"mixer"	7	2	1	4	1	3626	377	929	2320
11	2	65	21	"dog"	7	2	1	4	1	2298	312	1272	714
11	2	66	25	"fork"	7	2	1	4	1	1221	222	241	758
11	2	67	50	"pin board"	7	2	1	4	1	1213	315	388	510
11	2	68	66	"television"	7	2	1	4	1	2094	299	210	1585
11	2	69	2	"apple"	7	2	1	4	0	2463	268	NA	NA
11	2	70	44	"paintbrush"	7	2	1	4	1	1685	415	311	959
11	2	71	67	"tissue box"	7	1	1	3	1	2436	359	1193	884
11	2	72	36	"lightbulb"	7	1	1	3	0	6006	224	NA	NA
11	2	73	69	"tractor"	7	1	1	3	1	1486	222	418	846
11	2	74	35	"license plate"	7	1	1	3	1	1429	228	740	461
11	2	75	79	"wine glass"	7	1	1	3	1	1636	253	626	757
11	2	76	7	"bongos"	7	1	1	3	1	2343	234	1384	725
11	2	77	42	"ovenmit"	7	1	1	3	1	1714	453	638	623
11	2	78	24	"flowers"	7	1	1	3	0	2643	331	NA	NA
11	2	79	8	"book"	7	1	1	3	0	3936	130	NA	NA
11	2	80	5	"bench"	7	1	1	3	1	1700	253	740	707
12	1	1	28	"gnome"	8	7	2	4	1	1483	344	399	740
12	1	2	74	"washing up liquid"	8	7	2	4	1	2040	350	987	703
12	1	3	14	"bus"	8	7	2	4	1	12401	452	11467	482
12	1	4	39	"man"	8	7	2	4	1	1078	172	315	591
12	1	5	43	"pail"	8	7	2	4	1	1218	290	278	650
12	1	6	46	"parking meter"	8	7	2	4	1	2045	166	1108	771
12	1	7	3	"basket"	8	7	2	4	1	1407	45	862	500
12	1	8	56	"screwdriver"	8	7	2	4	1	1142	189	492	461
12	1	9	1	"angel"	8	7	2	4	1	1190	209	345	636
12	1	10	72	"trumpet"	8	7	2	4	1	1158	452	52	654
12	1	11	31	"highlighter"	8	6	2	3	1	1300	463	236	601
12	1	12	6	"bin"	8	6	2	3	1	1957	180	1357	420
12	1	13	71	"trousers"	8	6	2	3	1	1643	176	898	569
12	1	14	9	"boot"	8	6	2	3	1	3036	397	2247	392
12	1	15	23	"fire hydrant"	8	6	2	3	1	1129	443	309	377
12	1	16	13	"broom"	8	6	2	3	1	1450	199	668	583
12	1	17	64	"teapot"	8	6	2	3	1	1571	428	524	619
12	1	18	48	"pencil"	8	6	2	3	1	1486	181	979	326
12	1	19	22	"fire extinguisher"	8	6	2	3	0	1151	355	453	343
12	1	20	73	"vase"	8	6	2	3	1	950	354	46	550
12	1	21	65	"teddy bear"	8	4	2	1	1	1298	321	455	522
12	1	22	53	"pumpkin"	8	4	2	1	1	1158	322	249	587
12	1	23	57	"shampoo bottle"	8	4	2	1	1	1060	275	274	511
12	1	24	68	"torch"	8	4	2	1	1	924	287	215	422
12	1	25	54	"rooster"	8	4	2	1	1	1725	474	887	364
12	1	26	37	"logs"	8	4	2	1	1	915	382	44	489
12	1	27	26	"fruit bowl"	8	4	2	1	1	869	158	257	454
12	1	28	59	"slippers"	8	4	2	1	1	963	286	300	377
12	1	29	47	"pen"	8	4	2	1	1	1112	442	223	447
12	1	30	27	"globe"	8	4	2	1	1	1104	285	456	363
12	1	31	12	"brick"	8	5	2	2	1	1129	308	241	580
12	1	32	15	"butterfly"	8	5	2	2	1	5171	437	739	3995
12	1	33	45	"painting"	8	5	2	2	1	964	289	276	399
12	1	34	63	"sunglasses"	8	5	2	2	1	1114	326	60	728
12	1	35	61	"spade"	8	5	2	2	1	1271	462	310	499
12	1	36	70	"trophy"	8	5	2	2	1	1779	211	1350	218
12	1	37	34	"lamp"	8	5	2	2	1	1129	241	168	720
12	1	38	41	"mobilephone"	8	5	2	2	1	1100	325	258	517
12	1	39	80	"woman"	8	5	2	2	1	1029	197	194	638
12	1	40	55	"scissors"	8	5	2	2	1	1493	291	441	761
12	2	41	60	"soda can"	8	8	1	1	1	1182	285	361	536
12	2	42	32	"jeep"	8	8	1	1	1	2615	194	1125	1296
12	2	43	20	"dart board"	8	8	1	1	1	901	237	339	325
12	2	44	52	"potted plant"	8	8	1	1	1	3622	381	768	2473
12	2	45	58	"shoes"	8	8	1	1	1	1641	6	1072	563
12	2	46	38	"magazine"	8	8	1	1	1	1051	176	216	659
12	2	47	16	"cap"	8	8	1	1	1	1208	317	424	467
12	2	48	77	"watering can"	8	8	1	1	1	868	503	46	319
12	2	49	10	"bowl"	8	8	1	1	1	1295	330	614	351
12	2	50	19	"coffee mug"	8	8	1	1	1	946	506	54	386
12	2	51	69	"tractor"	8	1	1	2	1	2571	264	1290	1017
12	2	52	79	"wine glass"	8	1	1	2	1	1086	183	430	473
12	2	53	36	"lightbulb"	8	1	1	2	1	5007	297	4248	462
12	2	54	24	"flowers"	8	1	1	2	1	4493	599	53	3841
12	2	55	67	"tissue box"	8	1	1	2	1	957	237	265	455
12	2	56	5	"bench"	8	1	1	2	1	1236	342	576	318
12	2	57	7	"bongos"	8	1	1	2	1	1107	187	336	584
12	2	58	42	"ovenmit"	8	1	1	2	1	1143	447	281	415
12	2	59	8	"book"	8	1	1	2	1	1364	351	592	421
12	2	60	35	"license plate"	8	1	1	2	1	1721	272	799	650
12	2	61	29	"hair brush"	8	3	1	4	1	1021	380	251	390
12	2	62	11	"boxing gloves"	8	3	1	4	1	935	207	149	579
12	2	63	4	"bell"	8	3	1	4	1	1255	173	703	379
12	2	64	78	"wine bottle"	8	3	1	4	1	3105	404	1781	920
12	2	65	33	"jug"	8	3	1	4	1	1192	178	416	598
12	2	66	76	"watch"	8	3	1	4	1	1660	357	901	402
12	2	67	30	"hammer"	8	3	1	4	1	1075	191	388	496
12	2	68	17	"car"	8	3	1	4	1	7281	311	696	6274
12	2	69	18	"clock"	8	3	1	4	1	794	190	370	234
12	2	70	49	"pillow"	8	3	1	4	1	1424	179	382	863
12	2	71	51	"pliers"	8	2	1	3	1	1064	383	243	438
12	2	72	25	"fork"	8	2	1	3	1	1100	337	244	519
12	2	73	2	"apple"	8	2	1	3	1	1221	320	638	263
12	2	74	62	"stool"	8	2	1	3	0	1221	175	NA	NA
12	2	75	75	"waste basket"	8	2	1	3	0	723	172	247	304
12	2	76	66	"television"	8	2	1	3	1	1350	183	285	882
12	2	77	44	"paintbrush"	8	2	1	3	1	2614	438	654	1522
12	2	78	40	"mixer"	8	2	1	3	1	2986	437	936	1613
12	2	79	21	"dog"	8	2	1	3	1	950	440	30	480
12	2	80	50	"pin board"	8	2	1	3	1	900	436	44	420
13	1	1	15	"butterfly"	1	5	2	1	0	8074	215	NA	NA
13	1	2	45	"painting"	1	5	2	1	1	1150	411	290	449
13	1	3	55	"scissors"	1	5	2	1	1	1413	234	683	496
13	1	4	12	"brick"	1	5	2	1	1	883	353	63	467
13	1	5	80	"woman"	1	5	2	1	1	812	204	262	346
13	1	6	63	"sunglasses"	1	5	2	1	1	826	327	199	300
13	1	7	61	"spade"	1	5	2	1	1	780	294	55	431
13	1	8	41	"mobilephone"	1	5	2	1	1	2364	225	1754	385
13	1	9	70	"trophy"	1	5	2	1	1	1950	195	1106	649
13	1	10	34	"lamp"	1	5	2	1	1	715	176	173	366
13	1	11	20	"dart board"	1	8	2	4	1	602	185	61	356
13	1	12	77	"watering can"	1	8	2	4	1	802	269	63	470
13	1	13	10	"bowl"	1	8	2	4	1	1368	232	591	545
13	1	14	19	"coffee mug"	1	8	2	4	1	1481	272	523	686
13	1	15	32	"jeep"	1	8	2	4	1	2683	322	1398	963
13	1	16	58	"shoes"	1	8	2	4	1	1843	210	724	909
13	1	17	38	"magazine"	1	8	2	4	1	1065	257	397	411
13	1	18	52	"potted plant"	1	8	2	4	1	2290	377	987	926
13	1	19	16	"cap"	1	8	2	4	1	930	229	244	457
13	1	20	60	"soda can"	1	8	2	4	1	1291	221	513	557
13	1	21	6	"bin"	1	6	2	2	1	1900	191	556	1153
13	1	22	22	"fire extinguisher"	1	6	2	2	1	886	204	209	473
13	1	23	31	"highlighter"	1	6	2	2	1	1107	250	220	637
13	1	24	48	"pencil"	1	6	2	2	1	2207	196	1641	370
13	1	25	13	"broom"	1	6	2	2	1	957	198	196	563
13	1	26	9	"boot"	1	6	2	2	1	1986	287	1164	535
13	1	27	23	"fire hydrant"	1	6	2	2	1	1050	195	354	501
13	1	28	73	"vase"	1	6	2	2	1	2257	75	1750	432
13	1	29	71	"trousers"	1	6	2	2	0	807	294	58	455
13	1	30	64	"teapot"	1	6	2	2	1	1214	207	403	604
13	1	31	43	"pail"	1	7	2	3	1	593	71	143	379
13	1	32	74	"washing up liquid"	1	7	2	3	1	1429	356	724	349
13	1	33	14	"bus"	1	7	2	3	0	1686	342	591	753
13	1	34	39	"man"	1	7	2	3	1	964	288	303	373
13	1	35	3	"basket"	1	7	2	3	1	1579	173	1176	230
13	1	36	28	"gnome"	1	7	2	3	1	1443	271	804	368
13	1	37	56	"screwdriver"	1	7	2	3	0	1370	305	NA	NA
13	1	38	1	"angel"	1	7	2	3	1	950	247	258	445
13	1	39	72	"trumpet"	1	7	2	3	1	1350	510	235	605
13	1	40	46	"parking meter"	1	7	2	3	1	2014	511	870	633
13	2	41	53	"pumpkin"	1	4	1	4	1	1338	253	304	781
13	2	42	27	"globe"	1	4	1	4	1	1701	245	753	703
13	2	43	65	"teddy bear"	1	4	1	4	1	1578	354	360	864
13	2	44	47	"pen"	1	4	1	4	0	1482	280	NA	NA
13	2	45	37	"logs"	1	4	1	4	1	1969	212	724	1033
13	2	46	54	"rooster"	1	4	1	4	1	3515	310	2770	435
13	2	47	68	"torch"	1	4	1	4	1	1690	246	793	651
13	2	48	26	"fruit bowl"	1	4	1	4	1	940	254	234	452
13	2	49	57	"shampoo bottle"	1	4	1	4	1	1572	313	500	759
13	2	50	59	"slippers"	1	4	1	4	1	1073	392	181	500
13	2	51	11	"boxing gloves"	1	3	1	3	1	1100	356	44	700
13	2	52	49	"pillow"	1	3	1	3	1	1379	399	44	936
13	2	53	78	"wine bottle"	1	3	1	3	1	1743	347	368	1028
13	2	54	76	"watch"	1	3	1	3	1	1386	500	389	497
13	2	55	33	"jug"	1	3	1	3	1	1607	376	290	941
13	2	56	17	"car"	1	3	1	3	1	2743	493	1704	546
13	2	57	29	"hair brush"	1	3	1	3	1	1114	269	54	791
13	2	58	30	"hammer"	1	3	1	3	1	1071	276	340	455
13	2	59	4	"bell"	1	3	1	3	1	1629	105	1023	501
13	2	60	18	"clock"	1	3	1	3	1	971	361	49	561
13	2	61	50	"pin board"	1	2	1	2	1	1343	121	644	578
13	2	62	62	"stool"	1	2	1	2	1	1579	215	1085	279
13	2	63	51	"pliers"	1	2	1	2	1	1071	274	56	741
13	2	64	40	"mixer"	1	2	1	2	1	1779	284	632	863
13	2	65	66	"television"	1	2	1	2	1	1343	499	48	796
13	2	66	25	"fork"	1	2	1	2	1	779	329	225	225
13	2	67	2	"apple"	1	2	1	2	1	3636	357	852	2427
13	2	68	75	"waste basket"	1	2	1	2	1	871	310	292	269
13	2	69	44	"paintbrush"	1	2	1	2	1	4414	445	815	3154
13	2	70	21	"dog"	1	2	1	2	1	1850	251	1066	533
13	2	71	7	"bongos"	1	1	1	1	1	2400	290	1316	794
13	2	72	5	"bench"	1	1	1	1	1	1590	201	1088	301
13	2	73	24	"flowers"	1	1	1	1	1	1191	429	47	715
13	2	74	79	"wine glass"	1	1	1	1	1	1770	41	699	1030
13	2	75	8	"book"	1	1	1	1	1	1305	297	503	505
13	2	76	35	"license plate"	1	1	1	1	1	1245	419	225	601
13	2	77	69	"tractor"	1	1	1	1	1	1584	220	809	555
13	2	78	67	"tissue box"	1	1	1	1	1	1393	435	48	910
13	2	79	36	"lightbulb"	1	1	1	1	1	5189	365	4105	719
13	2	80	42	"ovenmit"	1	1	1	1	0	1068	213	NA	NA
14	1	1	39	"man"	2	7	2	2	1	679	203	57	419
14	1	2	28	"gnome"	2	7	2	2	1	950	145	247	558
14	1	3	1	"angel"	2	7	2	2	1	1000	149	48	803
14	1	4	46	"parking meter"	2	7	2	2	1	3893	367	2084	1442
14	1	5	56	"screwdriver"	2	7	2	2	1	1743	141	674	928
14	1	6	3	"basket"	2	7	2	2	1	2407	279	647	1481
14	1	7	14	"bus"	2	7	2	2	1	1436	271	375	790
14	1	8	43	"pail"	2	7	2	2	1	1221	154	47	1020
14	1	9	74	"washing up liquid"	2	7	2	2	1	1293	234	200	859
14	1	10	72	"trumpet"	2	7	2	2	1	1607	224	351	1032
14	1	11	31	"highlighter"	2	6	2	1	1	1036	231	332	473
14	1	12	71	"trousers"	2	6	2	1	1	1485	204	426	855
14	1	13	9	"boot"	2	6	2	1	1	1365	142	615	608
14	1	14	22	"fire extinguisher"	2	6	2	1	1	952	247	221	484
14	1	15	13	"broom"	2	6	2	1	1	1271	200	410	661
14	1	16	6	"bin"	2	6	2	1	1	1482	229	489	764
14	1	17	23	"fire hydrant"	2	6	2	1	1	957	205	217	535
14	1	18	73	"vase"	2	6	2	1	1	1268	167	518	583
14	1	19	64	"teapot"	2	6	2	1	1	1248	247	373	628
14	1	20	48	"pencil"	2	6	2	1	1	5154	179	4299	676
14	1	21	24	"flowers"	2	1	2	4	0	5196	186	NA	NA
14	1	22	8	"book"	2	1	2	4	1	1055	144	240	671
14	1	23	7	"bongos"	2	1	2	4	1	1639	154	610	875
14	1	24	67	"tissue box"	2	1	2	4	1	8612	248	1779	6585
14	1	25	79	"wine glass"	2	1	2	4	1	1727	172	589	966
14	1	26	35	"license plate"	2	1	2	4	1	952	150	254	548
14	1	27	36	"lightbulb"	2	1	2	4	0	15000	140	2612	12248
14	1	28	5	"bench"	2	1	2	4	1	866	148	405	313
14	1	29	69	"tractor"	2	1	2	4	1	2218	160	1513	545
14	1	30	42	"ovenmit"	2	1	2	4	1	1149	152	722	275
14	1	31	20	"dart board"	2	8	2	3	1	657	182	183	292
14	1	32	38	"magazine"	2	8	2	3	1	950	245	341	364
14	1	33	60	"soda can"	2	8	2	3	1	1043	234	576	233
14	1	34	10	"bowl"	2	8	2	3	1	1221	240	625	356
14	1	35	77	"watering can"	2	8	2	3	1	1979	380	1214	385
14	1	36	19	"coffee mug"	2	8	2	3	1	1129	185	622	322
14	1	37	32	"jeep"	2	8	2	3	1	4329	205	2556	1568
14	1	38	16	"cap"	2	8	2	3	1	1107	124	507	476
14	1	39	52	"potted plant"	2	8	2	3	1	943	31	392	520
14	1	40	58	"shoes"	2	8	2	3	0	6393	173	NA	NA
14	2	41	33	"jug"	2	3	1	2	1	929	207	88	634
14	2	42	49	"pillow"	2	3	1	2	1	1300	156	704	440
14	2	43	78	"wine bottle"	2	3	1	2	1	1679	140	1043	496
14	2	44	18	"clock"	2	3	1	2	1	714	10	421	283
14	2	45	30	"hammer"	2	3	1	2	1	771	265	251	255
14	2	46	17	"car"	2	3	1	2	1	2000	215	979	806
14	2	47	11	"boxing gloves"	2	3	1	2	1	2236	258	1121	857
14	2	48	29	"hair brush"	2	3	1	2	1	1071	192	380	499
14	2	49	4	"bell"	2	3	1	2	1	1414	185	734	495
14	2	50	76	"watch"	2	3	1	2	1	1557	169	931	457
14	2	51	55	"scissors"	2	5	1	4	1	6340	231	1912	4197
14	2	52	61	"spade"	2	5	1	4	1	922	192	260	470
14	2	53	63	"sunglasses"	2	5	1	4	1	856	150	224	482
14	2	54	15	"butterfly"	2	5	1	4	1	1796	177	1121	498
14	2	55	34	"lamp"	2	5	1	4	1	934	155	479	300
14	2	56	80	"woman"	2	5	1	4	1	835	190	380	265
14	2	57	45	"painting"	2	5	1	4	1	967	191	405	371
14	2	58	12	"brick"	2	5	1	4	1	749	196	233	320
14	2	59	41	"mobilephone"	2	5	1	4	1	1080	239	660	181
14	2	60	70	"trophy"	2	5	1	4	1	1030	190	417	423
14	2	61	51	"pliers"	2	2	1	1	1	748	210	54	484
14	2	62	40	"mixer"	2	2	1	1	1	953	175	345	433
14	2	63	2	"apple"	2	2	1	1	1	1065	1	692	372
14	2	64	44	"paintbrush"	2	2	1	1	1	1863	141	959	763
14	2	65	25	"fork"	2	2	1	1	0	636	165	NA	NA
14	2	66	50	"pin board"	2	2	1	1	1	753	151	376	226
14	2	67	62	"stool"	2	2	1	1	1	1530	158	981	391
14	2	68	75	"waste basket"	2	2	1	1	1	829	149	458	222
14	2	69	66	"television"	2	2	1	1	1	825	184	252	389
14	2	70	21	"dog"	2	2	1	1	1	1036	200	424	412
14	2	71	26	"fruit bowl"	2	4	1	3	1	1586	242	396	948
14	2	72	65	"teddy bear"	2	4	1	3	1	1207	270	584	353
14	2	73	54	"rooster"	2	4	1	3	1	5871	186	5204	481
14	2	74	57	"shampoo bottle"	2	4	1	3	1	1214	137	600	477
14	2	75	37	"logs"	2	4	1	3	1	1629	239	1042	348
14	2	76	47	"pen"	2	4	1	3	1	1221	174	212	835
14	2	77	59	"slippers"	2	4	1	3	1	771	157	234	380
14	2	78	27	"globe"	2	4	1	3	1	1350	194	944	212
14	2	79	53	"pumpkin"	2	4	1	3	1	1164	306	573	285
14	2	80	68	"torch"	2	4	1	3	1	1443	211	390	842
15	1	1	51	"pliers"	3	2	2	4	1	1189	29	349	811
15	1	2	40	"mixer"	3	2	2	4	1	1259	322	339	598
15	1	3	2	"apple"	3	2	2	4	1	1720	195	1228	297
15	1	4	44	"paintbrush"	3	2	2	4	1	1426	54	655	717
15	1	5	62	"stool"	3	2	2	4	1	1758	130	997	631
15	1	6	66	"television"	3	2	2	4	1	1219	213	179	827
15	1	7	50	"pin board"	3	2	2	4	1	906	138	247	521
15	1	8	25	"fork"	3	2	2	4	1	1312	150	381	781
15	1	9	21	"dog"	3	2	2	4	1	866	148	422	296
15	1	10	75	"waste basket"	3	2	2	4	1	877	150	260	467
15	1	11	60	"soda can"	3	8	2	2	1	921	244	177	500
15	1	12	32	"jeep"	3	8	2	2	1	2093	226	1242	625
15	1	13	10	"bowl"	3	8	2	2	1	1621	282	975	364
15	1	14	52	"potted plant"	3	8	2	2	1	2279	206	1634	439
15	1	15	58	"shoes"	3	8	2	2	1	7143	131	6194	818
15	1	16	19	"coffee mug"	3	8	2	2	1	1086	160	131	795
15	1	17	77	"watering can"	3	8	2	2	1	1007	302	215	490
15	1	18	16	"cap"	3	8	2	2	1	971	38	553	380
15	1	19	20	"dart board"	3	8	2	2	1	707	204	43	460
15	1	20	38	"magazine"	3	8	2	2	1	857	77	184	596
15	1	21	79	"wine glass"	3	1	2	3	1	2200	306	1205	689
15	1	22	7	"bongos"	3	1	2	3	1	1150	171	575	404
15	1	23	5	"bench"	3	1	2	3	1	1314	138	783	393
15	1	24	42	"ovenmit"	3	1	2	3	1	914	137	372	405
15	1	25	36	"lightbulb"	3	1	2	3	1	3171	140	2311	720
15	1	26	67	"tissue box"	3	1	2	3	1	800	184	398	218
15	1	27	35	"license plate"	3	1	2	3	1	979	233	228	518
15	1	28	8	"book"	3	1	2	3	0	6514	199	1234	5081
15	1	29	24	"flowers"	3	1	2	3	1	921	210	376	335
15	1	30	69	"tractor"	3	1	2	3	1	1086	144	455	487
15	1	31	46	"parking meter"	3	7	2	1	1	892	140	216	536
15	1	32	1	"angel"	3	7	2	1	1	651	218	39	394
15	1	33	39	"man"	3	7	2	1	1	1288	183	329	776
15	1	34	14	"bus"	3	7	2	1	1	1191	166	188	837
15	1	35	3	"basket"	3	7	2	1	1	1262	181	517	564
15	1	36	28	"gnome"	3	7	2	1	1	764	137	289	338
15	1	37	56	"screwdriver"	3	7	2	1	1	1186	145	531	510
15	1	38	74	"washing up liquid"	3	7	2	1	1	704	130	256	318
15	1	39	72	"trumpet"	3	7	2	1	1	1430	150	580	700
15	1	40	43	"pail"	3	7	2	1	1	951	179	45	727
15	2	41	61	"spade"	3	5	1	3	1	1264	30	734	500
15	2	42	70	"trophy"	3	5	1	3	1	936	151	153	632
15	2	43	55	"scissors"	3	5	1	3	1	1364	198	299	867
15	2	44	45	"painting"	3	5	1	3	1	1629	270	769	590
15	2	45	41	"mobilephone"	3	5	1	3	1	1843	145	1038	660
15	2	46	15	"butterfly"	3	5	1	3	1	2186	226	1122	838
15	2	47	63	"sunglasses"	3	5	1	3	1	1986	258	814	914
15	2	48	80	"woman"	3	5	1	3	1	1243	151	306	786
15	2	49	34	"lamp"	3	5	1	3	1	1379	223	485	671
15	2	50	12	"brick"	3	5	1	3	1	1129	214	203	712
15	2	51	47	"pen"	3	4	1	2	1	1600	225	768	607
15	2	52	57	"shampoo bottle"	3	4	1	2	1	1764	24	1050	690
15	2	53	53	"pumpkin"	3	4	1	2	1	843	175	196	472
15	2	54	54	"rooster"	3	4	1	2	1	5143	16	4574	553
15	2	55	68	"torch"	3	4	1	2	1	1207	308	179	720
15	2	56	26	"fruit bowl"	3	4	1	2	1	1636	150	726	760
15	2	57	59	"slippers"	3	4	1	2	1	1071	125	359	587
15	2	58	37	"logs"	3	4	1	2	1	1686	180	626	880
15	2	59	27	"globe"	3	4	1	2	1	2221	88	1436	697
15	2	60	65	"teddy bear"	3	4	1	2	1	1257	253	417	587
15	2	61	22	"fire extinguisher"	3	6	1	4	1	1003	209	178	616
15	2	62	31	"highlighter"	3	6	1	4	1	1599	74	1003	522
15	2	63	6	"bin"	3	6	1	4	1	1634	195	564	875
15	2	64	48	"pencil"	3	6	1	4	1	2166	146	1643	377
15	2	65	9	"boot"	3	6	1	4	1	2549	239	1685	625
15	2	66	73	"vase"	3	6	1	4	1	1208	266	235	707
15	2	67	64	"teapot"	3	6	1	4	1	1663	45	376	1242
15	2	68	13	"broom"	3	6	1	4	1	1089	174	321	594
15	2	69	23	"fire hydrant"	3	6	1	4	1	1332	231	354	747
15	2	70	71	"trousers"	3	6	1	4	1	1412	147	317	948
15	2	71	11	"boxing gloves"	3	3	1	1	1	1017	227	178	612
15	2	72	33	"jug"	3	3	1	1	1	864	180	143	541
15	2	73	49	"pillow"	3	3	1	1	1	1149	233	415	501
15	2	74	4	"bell"	3	3	1	1	1	1466	319	797	350
15	2	75	78	"wine bottle"	3	3	1	1	1	1561	233	336	992
15	2	76	76	"watch"	3	3	1	1	1	1049	125	526	398
15	2	77	18	"clock"	3	3	1	1	1	834	142	388	304
15	2	78	30	"hammer"	3	3	1	1	1	912	130	423	359
15	2	79	29	"hair brush"	3	3	1	1	1	755	133	238	384
15	2	80	17	"car"	3	3	1	1	1	1241	139	511	591
16	1	1	25	"fork"	4	2	2	3	1	1229	299	473	457
16	1	2	40	"mixer"	4	2	2	3	1	1100	243	414	443
16	1	3	2	"apple"	4	2	2	3	1	3007	35	2584	388
16	1	4	50	"pin board"	4	2	2	3	1	893	414	231	248
16	1	5	21	"dog"	4	2	2	3	1	1029	273	289	467
16	1	6	62	"stool"	4	2	2	3	1	1821	248	1157	416
16	1	7	66	"television"	4	2	2	3	1	1614	32	879	703
16	1	8	75	"waste basket"	4	2	2	3	1	1207	218	560	429
16	1	9	44	"paintbrush"	4	2	2	3	1	1493	342	624	527
16	1	10	51	"pliers"	4	2	2	3	1	1614	247	765	602
16	1	11	16	"cap"	4	8	2	1	1	1043	225	358	460
16	1	12	52	"potted plant"	4	8	2	1	1	3303	229	1841	1233
16	1	13	77	"watering can"	4	8	2	1	1	1622	272	833	517
16	1	14	60	"soda can"	4	8	2	1	1	1081	25	566	490
16	1	15	10	"bowl"	4	8	2	1	1	1562	254	638	670
16	1	16	58	"shoes"	4	8	2	1	1	1162	55	634	473
16	1	17	32	"jeep"	4	8	2	1	1	1589	256	638	695
16	1	18	20	"dart board"	4	8	2	1	1	805	278	85	442
16	1	19	38	"magazine"	4	8	2	1	1	813	8	354	451
16	1	20	19	"coffee mug"	4	8	2	1	1	712	60	247	405
16	1	21	18	"clock"	4	3	2	4	1	780	306	44	430
16	1	22	33	"jug"	4	3	2	4	1	1049	250	290	509
16	1	23	49	"pillow"	4	3	2	4	1	1172	276	435	461
16	1	24	17	"car"	4	3	2	4	1	2414	281	572	1561
16	1	25	30	"hammer"	4	3	2	4	1	765	217	182	366
16	1	26	11	"boxing gloves"	4	3	2	4	1	1097	219	530	348
16	1	27	29	"hair brush"	4	3	2	4	1	933	35	530	368
16	1	28	76	"watch"	4	3	2	4	1	1083	21	576	486
16	1	29	78	"wine bottle"	4	3	2	4	1	2239	253	1551	435
16	1	30	4	"bell"	4	3	2	4	1	1326	230	537	559
16	1	31	79	"wine glass"	4	1	2	2	1	1493	201	958	334
16	1	32	7	"bongos"	4	1	2	2	1	743	373	49	321
16	1	33	8	"book"	4	1	2	2	0	821	224	NA	NA
16	1	34	67	"tissue box"	4	1	2	2	1	921	56	410	455
16	1	35	42	"ovenmit"	4	1	2	2	1	736	192	215	329
16	1	36	5	"bench"	4	1	2	2	1	764	200	208	356
16	1	37	36	"lightbulb"	4	1	2	2	0	5279	214	NA	NA
16	1	38	24	"flowers"	4	1	2	2	1	821	208	160	453
16	1	39	35	"license plate"	4	1	2	2	1	736	291	53	392
16	1	40	69	"tractor"	4	1	2	2	1	1314	185	581	548
16	2	41	48	"pencil"	4	6	1	3	1	2771	202	2237	332
16	2	42	22	"fire extinguisher"	4	6	1	3	1	929	297	212	420
16	2	43	13	"broom"	4	6	1	3	1	1343	223	582	538
